zero crossings,amplitude,duration,envelope symmetry,event,start,end,species,height,recording
3.0,0.32721,0.23,0.55964,chew,6.56,7.28,alfalfa,tall,recording_17
3.0,0.28109,0.36,0.53575,chew,7.36,8.16,alfalfa,tall,recording_17
1.0,0.17319,0.16,0.47894,chew,8.28,8.96,alfalfa,tall,recording_17
1.0,0.35051,0.2,0.45363,bite,9.063088,9.703088000000001,alfalfa,tall,recording_17
3.0,0.50814,0.28,0.43613,chew-bite,9.96,10.6,alfalfa,tall,recording_17
1.0,0.12364,0.15,0.46702,chew,10.768197,11.319847,alfalfa,tall,recording_17
1.0,0.20809,0.15,0.3951,chew,11.38224,11.834592,alfalfa,tall,recording_17
1.0,0.18463,0.15,0.39836,chew,12.92,13.64,alfalfa,tall,recording_17
3.0,0.30275,0.31,0.60947,chew-bite,13.747865,14.427864999999999,alfalfa,tall,recording_17
3.0,0.42746,0.27,0.55822,chew-bite,14.76,15.44,alfalfa,tall,recording_17
3.0,0.58031,0.34,0.59026,chew-bite,15.72,16.28,alfalfa,tall,recording_17
1.0,0.21299,0.2,0.49442,chew,16.44,17.16,alfalfa,tall,recording_17
5.0,0.84402,0.38,0.51854,chew-bite,17.272501000000002,17.992501,alfalfa,tall,recording_17
5.0,0.27356,0.26,0.62096,chew,18.24,19.04,alfalfa,tall,recording_17
3.0,0.50284,0.29,0.52977,chew-bite,19.16,19.76,alfalfa,tall,recording_17
3.0,0.44875,0.24,0.60539,chew-bite,20.0,20.64,alfalfa,tall,recording_17
2.0,0.23172,0.23,0.37825,chew-bite,20.92,21.6,alfalfa,tall,recording_17
7.0,0.55441,0.42,0.42005,chew-bite,21.76,22.52,alfalfa,tall,recording_17
1.0,0.079904,0.13,0.45318,chew,22.76,23.56,alfalfa,tall,recording_17
3.0,0.24046,0.36,0.53202,chew-bite,23.64,24.44,alfalfa,tall,recording_17
3.0,0.32379,0.35,0.55602,chew-bite,24.76,25.44,alfalfa,tall,recording_17
1.0,0.15118,0.19,0.53487,chew,25.52,26.16,alfalfa,tall,recording_17
1.0,0.18712,0.2,0.57531,chew,26.24,26.92,alfalfa,tall,recording_17
3.0,0.28453,0.23,0.56334,chew,27.0,27.76,alfalfa,tall,recording_17
3.0,0.62702,0.27,0.56827,chew-bite,27.88,28.64,alfalfa,tall,recording_17
1.0,0.21723,0.17,0.47507,chew-bite,28.84,29.32,alfalfa,tall,recording_17
1.0,0.14165,0.18,0.48242,chew,29.4,30.2,alfalfa,tall,recording_17
3.0,0.50931,0.27,0.57246,chew-bite,30.308320000000002,30.948320000000002,alfalfa,tall,recording_17
3.0,0.75087,0.29,0.55885,chew-bite,31.32,31.96,alfalfa,tall,recording_17
3.0,0.29332,0.24,0.65083,chew-bite,32.12,32.624549,alfalfa,tall,recording_17
1.0,0.47991,0.16,0.45677,bite,33.68,34.28,alfalfa,tall,recording_17
1.0,0.15704,0.18,0.51819,chew,34.52,35.32,alfalfa,tall,recording_17
1.0,0.7733,0.29,0.53225,chew-bite,35.44,36.04,alfalfa,tall,recording_17
3.0,0.31671,0.32,0.52506,chew,36.28,37.12,alfalfa,tall,recording_17
1.0,0.40589,0.29,0.51923,chew-bite,37.24,37.8,alfalfa,tall,recording_17
3.0,0.50106,0.4,0.42036,chew-bite,38.0,38.84,alfalfa,tall,recording_17
3.0,0.50407,0.27,0.56739,chew-bite,38.99712,39.597120000000004,alfalfa,tall,recording_17
1.0,0.20455,0.17,0.47607,chew,39.8,40.44,alfalfa,tall,recording_17
3.0,0.10658,0.21,0.40878,chew,40.52,41.32,alfalfa,tall,recording_17
3.0,0.34392,0.28,0.57289,chew-bite,41.48,42.08,alfalfa,tall,recording_17
1.0,0.51398,0.3,0.58041,chew-bite,42.4,43.2,alfalfa,tall,recording_17
3.0,0.26615,0.33,0.62428,chew-bite,43.408358,44.248358,alfalfa,tall,recording_17
5.0,0.56191,0.27,0.67044,chew-bite,44.68,45.16,alfalfa,tall,recording_17
1.0,0.15048,0.17,0.48429,chew,45.28,46.12,alfalfa,tall,recording_17
3.0,0.42585,0.26,0.53064,chew-bite,46.24,46.88,alfalfa,tall,recording_17
1.0,0.13656,0.15,0.49022,chew,47.08,47.72,alfalfa,tall,recording_17
1.0,0.21575,0.23,0.61736,chew,47.739412,48.363202,alfalfa,tall,recording_17
1.0,0.49057,0.3,0.49115,chew-bite,49.16,49.84,alfalfa,tall,recording_17
4.0,0.28051,0.35,0.66254,chew-bite,50.0,50.76,alfalfa,tall,recording_17
5.0,0.34874,0.35,0.4548,chew-bite,50.96,51.64,alfalfa,tall,recording_17
2.0,0.40889,0.34,0.52344,chew-bite,51.96,52.68,alfalfa,tall,recording_17
5.0,0.5835,0.36,0.65086,chew-bite,52.76,53.64,alfalfa,tall,recording_17
1.0,0.092492,0.12,0.46821,chew,53.88,54.52,alfalfa,tall,recording_17
1.0,0.1466,0.15,0.47898,chew,54.6,55.24,alfalfa,tall,recording_17
1.0,0.7319,0.26,0.51809,chew-bite,55.32,55.88,alfalfa,tall,recording_17
1.0,0.19582,0.18,0.49807,chew,56.08,56.76,alfalfa,tall,recording_17
3.0,0.48258,0.3,0.57591,chew-bite,56.84,57.48,alfalfa,tall,recording_17
3.0,0.48086,0.35,0.60312,chew-bite,57.68,58.4,alfalfa,tall,recording_17
5.0,0.51263,0.43,0.55098,chew-bite,58.64,59.32,alfalfa,tall,recording_17
1.0,0.13392,0.15,0.50481,chew,59.887065,60.8,alfalfa,tall,recording_17
1.0,0.17888,0.22,0.45921,chew,60.911191,61.414226,alfalfa,tall,recording_17
3.0,0.32814,0.33,0.58053,chew-bite,61.710781999999995,62.537087,alfalfa,tall,recording_17
1.0,0.16716,0.2,0.46075,chew,66.505094,67.425094,alfalfa,tall,recording_17
1.0,0.13636,0.23,0.41439,chew,67.460741,68.300741,alfalfa,tall,recording_17
1.0,0.1125,0.2,0.35117,chew,68.369723,69.129723,alfalfa,tall,recording_17
1.0,0.19544,0.22,0.43794,chew,69.185133,70.025133,alfalfa,tall,recording_17
1.0,0.13102,0.16,0.46757,chew,70.24,71.0,alfalfa,tall,recording_17
1.0,0.18493,0.16,0.47504,chew,71.16,71.84,alfalfa,tall,recording_17
1.0,0.10801,0.16,0.43198,chew,71.96,72.72,alfalfa,tall,recording_17
1.0,0.12438,0.17,0.44136,chew,72.84,73.512807,alfalfa,tall,recording_17
1.0,0.10978,0.17,0.48113,chew,73.623137,74.285116,alfalfa,tall,recording_17
1.0,0.11081,0.11,0.41922,chew,74.39544599999999,75.057426,alfalfa,tall,recording_17
1.0,0.061139,0.07,0.5117,chew,75.917999,76.635143,alfalfa,tall,recording_17
1.0,0.087313,0.11,0.46326,chew,77.286089,77.922948,alfalfa,tall,recording_17
1.0,0.21021,0.19,0.41656,bite,0.36,0.765667,alfalfa,short,recording_18
1.0,0.16066,0.14,0.41259,bite,2.32,2.687424,alfalfa,short,recording_18
0.0,0.087661,0.0,0.47021,chew,5.5338449999999995,6.04,alfalfa,short,recording_18
1.0,0.17277,0.12,0.3688,bite,6.35985,6.860106,alfalfa,short,recording_18
1.0,0.2208,0.15,0.4787,bite,7.379753,7.883887,alfalfa,short,recording_18
2.0,0.28354,0.23,0.57989,chew-bite,9.16,9.795763,alfalfa,short,recording_18
1.0,0.47674,0.16,0.49764,chew-bite,9.976011,10.683136,alfalfa,short,recording_18
0.0,0.070722,0.0,0.54497,chew,11.72,12.44,alfalfa,short,recording_18
1.0,0.17765,0.15,0.45061,bite,12.556111999999999,13.080556,alfalfa,short,recording_18
1.0,0.39722,0.18,0.50864,chew-bite,13.204444,14.092497,alfalfa,short,recording_18
1.0,0.29486,0.16,0.49807,bite,14.471124,15.184667999999999,alfalfa,short,recording_18
0.0,0.068789,0.0,0.4751,chew,15.24425,16.0,alfalfa,short,recording_18
0.0,0.050668,0.0,0.62087,chew,16.291298,16.83809,alfalfa,short,recording_18
1.0,0.063055,0.1,0.45156,chew,16.9891,17.7392,alfalfa,short,recording_18
1.0,0.10956,0.19,0.47607,chew,17.78819,18.52,alfalfa,short,recording_18
1.0,0.071438,0.17,0.47448,chew,18.6,19.36,alfalfa,short,recording_18
1.0,0.074874,0.1,0.62024,chew,19.44,20.2,alfalfa,short,recording_18
0.0,0.069226,0.0,0.68956,chew,20.28,21.04,alfalfa,short,recording_18
1.0,0.43612,0.18,0.43052,bite,21.901781,22.661781,alfalfa,short,recording_18
1.0,0.32456,0.19,0.446,bite,24.12,24.92,alfalfa,short,recording_18
3.0,0.22345,0.2,0.55071,bite,25.44,26.16,alfalfa,short,recording_18
1.0,0.14484,0.17,0.47726,bite,26.530394,27.085002000000003,alfalfa,short,recording_18
1.0,0.12828,0.1,0.50647,bite,27.450344,28.111691999999998,alfalfa,short,recording_18
1.0,0.18047,0.04,0.52093,bite,28.392346000000003,28.884364,alfalfa,short,recording_18
1.0,0.36972,0.14,0.43166,bite,29.565546,30.151118,alfalfa,short,recording_18
1.0,0.18578,0.16,0.44838,bite,30.456893,31.252457,alfalfa,short,recording_18
0.0,0.13689,0.0,0.37734,chew,32.495011,33.655011,alfalfa,short,recording_18
1.0,0.068212,0.16,0.5953,chew,34.8,35.56,alfalfa,short,recording_18
3.0,0.14788,0.23,0.41441,chew,35.68,36.52,alfalfa,short,recording_18
0.0,0.077341,0.0,0.48371,chew,37.735867999999996,38.464512,alfalfa,short,recording_18
3.0,0.14241,0.22,0.46296,chew,38.693228000000005,39.25781,alfalfa,short,recording_18
1.0,0.059942,0.18,0.41587,chew,39.574904,40.170423,alfalfa,short,recording_18
1.0,0.089584,0.12,0.48317,chew,40.495251,41.106237,alfalfa,short,recording_18
1.0,0.099302,0.09,0.72888,chew,41.454267,41.995647999999996,alfalfa,short,recording_18
1.0,0.17027,0.18,0.54352,bite,0.869883,2.52,alfalfa,short,recording_19
3.0,0.52947,0.25,0.56858,bite,7.674537,8.808688,alfalfa,short,recording_19
1.0,0.3253,0.16,0.43107,bite,9.912346000000001,11.288742999999998,alfalfa,short,recording_19
3.0,0.82863,0.29,0.51599,bite,13.499706,14.64,alfalfa,short,recording_19
1.0,0.41792,0.15,0.43908,bite,15.822457,16.778641,alfalfa,short,recording_19
1.0,0.49196,0.18,0.51189,bite,18.368682,18.978342,alfalfa,short,recording_19
1.0,0.13748,0.17,0.50543,chew,19.030653,19.724277999999998,alfalfa,short,recording_19
1.0,0.14782,0.17,0.52837,chew,19.76,20.43675,alfalfa,short,recording_19
3.0,0.43821,0.28,0.60678,chew-bite,20.568884,21.317644,alfalfa,short,recording_19
4.0,0.6093,0.26,0.55973,chew-bite,21.537868,22.418762,alfalfa,short,recording_19
3.0,0.084328,0.11,0.46369,chew,22.616963000000002,23.24,alfalfa,short,recording_19
0.0,0.053811,0.0,0.63913,chew,23.44,24.12,alfalfa,short,recording_19
1.0,0.072656,0.09,0.53147,chew,24.76,25.44,alfalfa,short,recording_19
0.0,0.075449,0.0,0.45785,chew,25.76,26.44,alfalfa,short,recording_19
3.0,0.83493,0.38,0.53864,bite,27.865026,28.714955,alfalfa,short,recording_19
1.0,0.29872,0.18,0.45449,bite,30.088722999999998,30.906109000000004,alfalfa,short,recording_19
1.0,0.45259,0.16,0.56083,bite,31.178703999999996,32.065695,alfalfa,short,recording_19
1.0,0.27608,0.11,0.51632,bite,34.112241999999995,34.638894,alfalfa,short,recording_19
1.0,0.1359,0.14,0.42646,chew,34.925289,35.4658,alfalfa,short,recording_19
1.0,0.1189,0.06,0.49445,chew,35.53239,36.292730999999996,alfalfa,short,recording_19
0.0,0.061983,0.0,0.61627,chew,36.464811,37.144811,alfalfa,short,recording_19
2.0,0.085999,0.1,0.41388,chew,37.16,37.92,alfalfa,short,recording_19
0.0,0.084051,0.0,0.45892,chew,38.057097999999996,38.817098,alfalfa,short,recording_19
0.0,0.049863,0.0,0.5378,chew,39.0,39.8,alfalfa,short,recording_19
1.0,0.12547,0.09,0.5672,chew,40.04,40.76,alfalfa,short,recording_19
0.0,0.095084,0.0,0.56036,chew,40.92,41.64,alfalfa,short,recording_19
0.0,0.062874,0.0,0.44545,chew,43.68,44.476454,alfalfa,short,recording_19
0.0,0.053618,0.0,0.46025,chew,44.606972,45.624047999999995,alfalfa,short,recording_19
1.0,0.38641,0.23,0.46282,bite,48.287371,49.675761,alfalfa,short,recording_19
0.0,0.033698,0.0,0.55707,chew,50.6,51.32,alfalfa,short,recording_19
0.0,0.047514,0.0,0.50601,chew,51.56,52.358993,alfalfa,short,recording_19
0.0,0.064086,0.0,0.5641,chew,52.653064,53.533064,alfalfa,short,recording_19
0.0,0.058674,0.0,0.62234,chew,53.76,54.4,alfalfa,short,recording_19
0.0,0.077133,0.0,0.59841,chew,54.68,55.72,alfalfa,short,recording_19
1.0,0.26065,0.12,0.4761,bite,60.24153100000001,60.938115,alfalfa,short,recording_19
1.0,0.11281,0.04,0.47534,bite,61.033756000000004,61.740577,alfalfa,short,recording_19
1.0,0.40193,0.2,0.52146,bite,62.681704,63.111340000000006,alfalfa,short,recording_19
1.0,0.22523,0.13,0.44601,bite,63.784245,64.451768,alfalfa,short,recording_19
1.0,0.42281,0.16,0.39165,bite,65.835534,66.63937,alfalfa,short,recording_19
1.0,0.52761,0.16,0.4641,bite,67.15753000000001,67.858689,alfalfa,short,recording_19
0.0,0.063015,0.0,0.49572,chew,68.36793399999999,69.00793399999999,alfalfa,short,recording_19
1.0,0.32326,0.13,0.60311,chew-bite,69.121043,69.674607,alfalfa,short,recording_19
0.0,0.053434,0.0,0.53206,chew,69.938704,70.605743,alfalfa,short,recording_19
4.0,0.72125,0.34,0.35321,chew-bite,70.80686700000001,71.91560600000001,alfalfa,short,recording_19
3.0,0.77474,0.32,0.36539,bite,72.951139,74.071139,alfalfa,short,recording_19
1.0,0.56984,0.16,0.47175,bite,74.68598100000001,75.245627,alfalfa,short,recording_19
0.0,0.069798,0.0,0.67484,chew,75.66727900000001,76.08509699999999,alfalfa,short,recording_19
0.0,0.054878,0.0,0.46458,chew,77.223556,77.96,alfalfa,short,recording_19
1.0,0.13188,0.15,0.58686,chew,78.580554,79.219874,alfalfa,short,recording_19
3.0,0.062506,0.14,0.39901,chew,79.32,80.04,alfalfa,short,recording_19
3.0,0.12243,0.18,0.41175,chew,80.12,80.88,alfalfa,short,recording_19
2.0,0.10617,0.2,0.6938,chew,80.96,81.8,alfalfa,short,recording_19
2.0,0.13157,0.15,0.64516,chew,82.003551,82.593863,alfalfa,short,recording_19
1.0,0.11303,0.08,0.62075,chew,82.62679399999999,83.32,alfalfa,short,recording_19
1.0,0.081637,0.1,0.60526,chew,83.4,84.12,alfalfa,short,recording_19
1.0,0.13108,0.14,0.55529,chew,84.2,84.928279,alfalfa,short,recording_19
1.0,0.099916,0.15,0.45425,chew,84.928279,85.6,alfalfa,short,recording_19
1.0,0.11406,0.12,0.56043,chew,85.72,86.52,alfalfa,short,recording_19
0.0,0.087264,0.0,0.54169,chew,86.6,87.36,alfalfa,short,recording_19
1.0,0.064614,0.03,0.55341,chew,87.44,88.28,alfalfa,short,recording_19
1.0,0.60233,0.2,0.50705,bite,91.413414,92.68,alfalfa,short,recording_19
1.0,0.49843,0.22,0.53467,bite,96.075211,96.84568399999999,alfalfa,short,recording_19
0.0,0.068273,0.0,0.50817,chew,97.470495,98.152803,alfalfa,short,recording_19
0.0,0.049803,0.0,0.55761,chew,100.52,101.184861,alfalfa,short,recording_19
1.0,0.098315,0.04,0.48281,chew,101.27520200000001,102.0,alfalfa,short,recording_19
0.0,0.04748,0.0,0.61469,chew,102.08,102.845972,alfalfa,short,recording_19
1.0,0.047988,0.15,0.72337,chew,103.132871,103.900324,alfalfa,short,recording_19
0.0,0.054965,0.0,0.58264,chew,104.043774,104.76,alfalfa,short,recording_19
0.0,0.078205,0.0,0.54356,chew,104.87696499999998,105.729303,alfalfa,short,recording_19
0.0,0.062663,0.0,0.5495,chew,106.27441,107.191033,alfalfa,short,recording_19
0.0,0.052376,0.0,0.49604,chew,107.52,108.276273,alfalfa,short,recording_19
1.0,0.61722,0.25,0.48405,bite,112.39359499999999,113.267563,alfalfa,short,recording_19
1.0,0.36226,0.15,0.44848,bite,114.317544,115.517544,alfalfa,short,recording_19
1.0,0.31877,0.18,0.49558,bite,118.37291,119.350374,alfalfa,short,recording_19
0.0,0.058053,0.0,0.47768,chew,120.68,121.64,alfalfa,short,recording_19
0.0,0.037084,0.0,0.58461,chew,121.88,122.68,alfalfa,short,recording_19
0.0,0.031828,0.0,0.63791,chew,122.96,123.72,alfalfa,short,recording_19
0.0,0.10659,0.0,0.51462,chew,123.88778500000001,125.08778500000001,alfalfa,short,recording_19
1.0,0.5536,0.19,0.45206,bite,0.29515399999999997,0.806275,alfalfa,short,recording_20
1.0,0.11286,0.1,0.48916,bite,1.055787,1.6173,alfalfa,short,recording_20
1.0,0.15421,0.12,0.48268,bite,1.9019549999999998,2.333888,alfalfa,short,recording_20
0.0,0.085153,0.0,0.48749,bite,2.368722,2.6722770000000002,alfalfa,short,recording_20
0.0,0.050738,0.0,0.68932,bite,2.731993,3.00569,alfalfa,short,recording_20
1.0,0.11628,0.03,0.43183,bite,3.3490550000000003,3.6034550000000003,alfalfa,short,recording_20
1.0,0.33594,0.17,0.46934,bite,3.911378,4.559278,alfalfa,short,recording_20
1.0,0.17915,0.12,0.41652,bite,5.911854,6.396526000000001,alfalfa,short,recording_20
0.0,0.05039,0.0,0.53581,chew,6.694966,7.213285000000001,alfalfa,short,recording_20
1.0,0.18118,0.15,0.4121,chew-bite,7.474414,8.195582,alfalfa,short,recording_20
1.0,0.32843,0.14,0.43288,chew-bite,8.265647,8.745880999999999,alfalfa,short,recording_20
1.0,0.11831,0.09,0.44996,bite,9.056742,9.639108,alfalfa,short,recording_20
1.0,0.11973,0.03,0.62088,chew,10.604512,11.431834,alfalfa,short,recording_20
2.0,0.06636,0.08,0.66784,chew,11.641338000000001,12.321338,alfalfa,short,recording_20
1.0,0.075581,0.14,0.4324,chew,12.52,13.36,alfalfa,short,recording_20
1.0,0.082846,0.15,0.61771,chew,13.44,14.16,alfalfa,short,recording_20
3.0,0.086996,0.2,0.42846,chew,14.4,15.333631,alfalfa,short,recording_20
3.0,0.11533,0.23,0.65894,chew,15.902343,16.6,alfalfa,short,recording_20
5.0,0.12052,0.21,0.46018,chew,16.785086,17.532781,alfalfa,short,recording_20
1.0,0.099834,0.07,0.73866,chew,17.918031,18.36,alfalfa,short,recording_20
0.0,0.053628,0.0,0.47249,chew,20.616843,21.114337,alfalfa,short,recording_20
0.0,0.059281,0.0,0.62803,chew,21.186347,21.63201,alfalfa,short,recording_20
0.0,0.09254,0.0,0.47262,bite,1.487903,1.7619900000000002,alfalfa,short,recording_21
1.0,0.15184,0.05,0.42332,bite,1.7798650000000003,2.1204560000000003,alfalfa,short,recording_21
1.0,0.21795,0.11,0.42765,bite,2.488539,2.949986,alfalfa,short,recording_21
1.0,0.17513,0.06,0.45739,bite,3.202037,3.738411,alfalfa,short,recording_21
1.0,0.11367,0.09,0.43003,bite,5.481747,6.014868,alfalfa,short,recording_21
1.0,0.23199,0.1,0.50664,bite,6.1413199999999994,6.739069000000001,alfalfa,short,recording_21
0.0,0.11751,0.0,0.51586,bite,8.018142999999998,8.358734,alfalfa,short,recording_21
0.0,0.049481,0.0,0.51379,chew,9.108074,10.0,alfalfa,short,recording_21
1.0,0.31187,0.15,0.44694,chew-bite,10.319607000000001,10.868712,alfalfa,short,recording_21
0.0,0.28537,0.0,0.63941,chew-bite,11.015195,11.781406,alfalfa,short,recording_21
1.0,0.71378,0.19,0.41659,chew-bite,12.129453999999999,12.769454,alfalfa,short,recording_21
1.0,0.15385,0.11,0.44612,chew-bite,12.895158,13.535158,alfalfa,short,recording_21
3.0,0.21611,0.18,0.33398,chew-bite,13.687515,14.322246,alfalfa,short,recording_21
1.0,0.089527,0.04,0.46714,chew,14.752956,15.36,alfalfa,short,recording_21
1.0,0.50828,0.16,0.4119,bite,15.487429999999998,16.072259,alfalfa,short,recording_21
0.0,0.040722,0.0,0.52158,chew,16.534736,17.196669,alfalfa,short,recording_21
1.0,0.40863,0.16,0.49369,chew-bite,17.332683,18.052683,alfalfa,short,recording_21
0.0,0.11947,0.0,0.48043,chew,18.228986,18.630527,alfalfa,short,recording_21
1.0,0.55313,0.2,0.42316,chew-bite,18.964236,19.575064,alfalfa,short,recording_21
3.0,0.53063,0.17,0.58841,chew-bite,19.799065,20.342989000000003,alfalfa,short,recording_21
2.0,0.29236,0.23,0.5329,chew-bite,20.601546,21.268013,alfalfa,short,recording_21
0.0,0.073045,0.0,0.54811,chew,21.544575,22.069474,alfalfa,short,recording_21
5.0,0.57664,0.37,0.49116,chew-bite,22.297183999999998,22.982443,alfalfa,short,recording_21
0.0,0.060099,0.0,0.58708,chew,23.4,24.08,alfalfa,short,recording_21
3.0,0.49162,0.23,0.56414,chew-bite,24.228579,24.781701,alfalfa,short,recording_21
2.0,0.36616,0.2,0.50299,chew-bite,25.192778,25.676198,alfalfa,short,recording_21
3.0,0.55473,0.3,0.48468,chew-bite,26.577773999999998,27.163114,alfalfa,short,recording_21
0.0,0.083344,0.0,0.57944,chew,27.397699,27.927459000000002,alfalfa,short,recording_21
3.0,0.7304,0.26,0.55529,chew-bite,28.209246999999998,28.824583,alfalfa,short,recording_21
1.0,0.41982,0.18,0.49313,chew-bite,29.148033,29.737135,alfalfa,short,recording_21
0.0,0.057937,0.0,0.44093,chew,29.88415,30.56,alfalfa,short,recording_21
1.0,0.55143,0.21,0.47966,bite,30.838110999999998,31.428239,alfalfa,short,recording_21
0.0,0.066203,0.0,0.50839,chew,31.620112,32.087547,alfalfa,short,recording_21
1.0,0.089453,0.08,0.54922,chew,32.368414,32.895781,alfalfa,short,recording_21
1.0,0.16594,0.15,0.41225,chew,33.051457,33.779092,alfalfa,short,recording_21
1.0,0.087801,0.12,0.51027,chew,33.934627,34.614627,alfalfa,short,recording_21
1.0,0.094506,0.16,0.56318,chew,34.739487,35.390863,alfalfa,short,recording_21
1.0,0.12516,0.07,0.39368,chew,35.531376,36.16,alfalfa,short,recording_21
0.0,0.079404,0.0,0.53457,chew,36.28,37.08,alfalfa,short,recording_21
0.0,0.037447,0.0,0.58524,chew,37.16,38.04,alfalfa,short,recording_21
1.0,0.11484,0.13,0.46788,chew,39.64,40.6,alfalfa,short,recording_21
0.0,0.16323,0.0,0.46848,bite,47.051683000000004,47.677035,alfalfa,short,recording_21
0.0,0.090292,0.0,0.47124,bite,48.25678,49.01678,alfalfa,short,recording_21
1.0,0.25857,0.2,0.49295,bite,49.273858000000004,49.971444,alfalfa,short,recording_21
2.0,0.25751,0.11,0.59864,chew-bite,50.603916999999996,51.177432,alfalfa,short,recording_21
0.0,0.050137,0.0,0.44516,chew,51.358753,52.033165999999994,alfalfa,short,recording_21
0.0,0.043122,0.0,0.53797,chew,52.229271999999995,53.022684999999996,alfalfa,short,recording_21
0.0,0.044932,0.0,0.53648,chew,53.16,53.88,alfalfa,short,recording_21
0.0,0.046016,0.0,0.53738,chew,54.12,54.75006,alfalfa,short,recording_21
0.0,0.055659,0.0,0.55644,chew,55.797365,56.637365,alfalfa,short,recording_21
0.0,0.031676,0.0,0.56573,chew,56.92,57.72,alfalfa,short,recording_21
0.0,0.05376,0.0,0.51864,chew,57.84,58.617383,alfalfa,short,recording_21
0.0,0.034974,0.0,0.51515,chew,65.51558399999999,66.635584,alfalfa,short,recording_21
0.0,0.031058,0.0,0.5239,chew,70.44,71.307464,alfalfa,short,recording_21
1.0,0.27523,0.13,0.46971,bite,81.669336,82.264845,alfalfa,short,recording_21
1.0,0.18646,0.09,0.40919,chew-bite,82.691813,83.21301899999999,alfalfa,short,recording_21
0.0,0.065104,0.0,0.30669,chew-bite,84.48212099999999,85.112858,alfalfa,short,recording_21
1.0,0.14453,0.07,0.55859,chew-bite,86.159149,86.724719,alfalfa,short,recording_21
0.0,0.074509,0.0,0.47194,chew-bite,86.916152,87.50348199999999,alfalfa,short,recording_21
0.0,0.043003,0.0,0.62512,chew,89.99575,90.88890699999999,alfalfa,short,recording_21
0.0,0.024097,0.0,0.63287,chew,91.345056,92.332481,alfalfa,short,recording_21
0.0,0.080544,0.0,0.52327,bite,96.021159,96.628687,alfalfa,short,recording_21
1.0,0.077493,0.05,0.53995,bite,97.18634300000001,97.821074,alfalfa,short,recording_21
0.0,0.054874,0.0,0.58033,chew,99.631446,100.690963,alfalfa,short,recording_21
0.0,0.032394,0.0,0.5837,chew,108.13821999999999,109.17822,alfalfa,short,recording_21
0.0,0.030016,0.0,0.53668,chew,109.39584199999999,110.420479,alfalfa,short,recording_21
0.0,0.054889,0.0,0.56093,chew,110.69703999999999,111.567528,alfalfa,short,recording_21
0.0,0.035581,0.0,0.47307,chew,114.732114,115.72048000000001,alfalfa,short,recording_21
1.0,0.22945,0.13,0.45809,bite,117.499403,118.259403,alfalfa,short,recording_21
1.0,0.20953,0.15,0.48442,bite,118.45331000000002,119.21603300000001,alfalfa,short,recording_21
0.0,0.039447,0.0,0.46677,chew,120.87086699999999,121.455726,alfalfa,short,recording_21
1.0,0.22533,0.13,0.48965,bite,123.545804,124.22580400000001,alfalfa,short,recording_21
1.0,0.23788,0.15,0.51111,bite,125.209705,125.889705,alfalfa,short,recording_21
3.0,0.2767,0.24,0.50554,bite,127.735026,128.47403400000002,alfalfa,short,recording_21
1.0,0.55323,0.25,0.50995,bite,128.6,129.16770400000001,alfalfa,short,recording_21
1.0,0.17453,0.11,0.53583,bite,129.430149,129.908714,alfalfa,short,recording_21
1.0,0.18515,0.12,0.47058,bite,130.577713,131.20791,alfalfa,short,recording_21
1.0,0.36243,0.17,0.49436,bite,131.901286,132.499332,alfalfa,short,recording_21
1.0,0.26882,0.13,0.48118,bite,132.758467,133.393908,alfalfa,short,recording_21
1.0,0.41872,0.17,0.38529,bite,136.76,137.17437900000002,alfalfa,short,recording_21
1.0,0.2127,0.06,0.46637,bite,138.105232,138.53159,alfalfa,short,recording_21
0.0,0.081584,0.0,0.55276,chew,138.68,139.32,alfalfa,short,recording_21
0.0,0.072465,0.0,0.51118,chew,139.518349,140.12,alfalfa,short,recording_21
1.0,0.30196,0.05,0.63943,chew-bite,140.28456,140.937426,alfalfa,short,recording_21
0.0,0.049156,0.0,0.59689,chew,141.44,142.28,alfalfa,short,recording_21
0.0,0.060729,0.0,0.58206,chew,142.36,143.12,alfalfa,short,recording_21
0.0,0.083792,0.0,0.5516,chew,143.32,144.08,alfalfa,short,recording_21
0.0,0.048352,0.0,0.54393,chew,144.32,145.2,alfalfa,short,recording_21
0.0,0.048459,0.0,0.49724,chew,145.36422,146.08422,alfalfa,short,recording_21
1.0,0.06516,0.05,0.38562,chew,146.16,147.04,alfalfa,short,recording_21
1.0,0.10351,0.05,0.641,chew,147.733578,148.32,alfalfa,short,recording_21
0.0,0.042535,0.0,0.53063,chew,148.458985,149.07558,alfalfa,short,recording_21
0.0,0.053418,0.0,0.49563,chew,149.28,150.04,alfalfa,short,recording_21
0.0,0.065169,0.0,0.60897,chew,150.16,150.92,alfalfa,short,recording_21
0.0,0.044398,0.0,0.502,chew,151.0,151.64,alfalfa,short,recording_21
1.0,0.32841,0.14,0.37954,bite,0.031319,0.61073,alfalfa,short,recording_22
1.0,0.35534,0.22,0.52494,bite,1.573804,2.067086,alfalfa,short,recording_22
2.0,0.26766,0.25,0.36873,bite,3.02353,3.70353,alfalfa,short,recording_22
1.0,0.083997,0.05,0.49877,bite,3.852297,4.510006,alfalfa,short,recording_22
1.0,0.56787,0.21,0.49158,bite,4.8,5.44,alfalfa,short,recording_22
3.0,0.09105,0.08,0.61778,chew,5.52,6.2,alfalfa,short,recording_22
1.0,0.0928,0.1,0.5313,chew,6.28,6.92,alfalfa,short,recording_22
