zero crossings,amplitude,duration,envelope symmetry,event,start,end,species,height,recording
1.0,0.057768,0.1,0.622,chew,67.11961600000001,67.813694,tall fescue,short,recording_31
1.0,0.14401,0.15,0.60259,chew,68.051024,68.851024,tall fescue,short,recording_31
1.0,0.18857,0.21,0.5623,chew,69.067513,69.855628,tall fescue,short,recording_31
1.0,0.098432,0.21,0.49846,chew,70.03026700000001,70.95026700000001,tall fescue,short,recording_31
5.0,0.10446,0.26,0.61853,chew,71.064667,71.839349,tall fescue,short,recording_31
3.0,0.10677,0.27,0.70281,chew,72.542383,73.30363,tall fescue,short,recording_31
3.0,0.12142,0.25,0.30706,chew,73.491703,74.291703,tall fescue,short,recording_31
1.0,0.11226,0.14,0.61474,chew,74.351464,75.215704,tall fescue,short,recording_31
5.0,0.090472,0.28,0.69356,chew,75.329803,76.20980300000001,tall fescue,short,recording_31
3.0,0.0948,0.27,0.31357,chew,76.438177,77.203902,tall fescue,short,recording_31
1.0,0.12934,0.28,0.60469,chew,77.374064,78.255227,tall fescue,short,recording_31
1.0,0.13453,0.16,0.58983,chew,78.77453299999999,79.60407,tall fescue,short,recording_31
1.0,0.56745,0.27,0.41931,bite,0.040618,0.643975,tall fescue,short,recording_32
1.0,0.56694,0.2,0.43858,bite,0.823824,1.612839,tall fescue,short,recording_32
1.0,0.48527,0.22,0.50412,bite,1.740473,2.5178849999999997,tall fescue,short,recording_32
1.0,0.64077,0.23,0.42551,bite,2.993614,3.85805,tall fescue,short,recording_32
5.0,0.77045,0.38,0.55879,chew-bite,4.4614139999999995,5.4214139999999995,tall fescue,short,recording_32
3.0,0.81385,0.4,0.49787,chew-bite,5.523102,6.4,tall fescue,short,recording_32
1.0,0.17312,0.19,0.5424,chew,6.509371,7.159510000000001,tall fescue,short,recording_32
3.0,0.12992,0.28,0.41545,chew,7.2403699999999995,7.953964,tall fescue,short,recording_32
4.0,0.67564,0.45,0.5222,chew-bite,8.12221,8.96221,tall fescue,short,recording_32
7.0,0.63975,0.39,0.58797,chew-bite,9.033057000000001,9.81627,tall fescue,short,recording_32
3.0,0.79286,0.39,0.4736,chew-bite,9.978715,10.829008,tall fescue,short,recording_32
2.0,0.71169,0.43,0.48602,chew-bite,10.924372,11.788807,tall fescue,short,recording_32
3.0,0.83669,0.4,0.51746,chew-bite,11.870028999999999,12.798282,tall fescue,short,recording_32
3.0,0.87132,0.34,0.57515,chew-bite,12.908512,13.708511999999999,tall fescue,short,recording_32
3.0,0.10954,0.24,0.63144,chew,13.825160999999998,14.665161,tall fescue,short,recording_32
3.0,0.66022,0.36,0.51341,chew-bite,14.718604000000001,15.558604,tall fescue,short,recording_32
6.0,0.22183,0.37,0.55994,chew,15.635253,16.635253,tall fescue,short,recording_32
3.0,0.092109,0.2,0.64268,chew,16.679537,17.439536999999998,tall fescue,short,recording_32
1.0,0.28502,0.28,0.63591,chew,17.509163,18.469163,tall fescue,short,recording_32
1.0,0.084107,0.16,0.42453,chew,18.623066,19.383066,tall fescue,short,recording_32
2.0,0.68731,0.34,0.57293,chew-bite,19.458493,20.338493,tall fescue,short,recording_32
4.0,0.78106,0.35,0.61389,chew-bite,20.450563,21.330563,tall fescue,short,recording_32
1.0,0.14219,0.23,0.5601,chew,21.448435,22.208435,tall fescue,short,recording_32
3.0,0.13596,0.3,0.57082,chew,22.295465,23.175465,tall fescue,short,recording_32
2.0,0.4,0.33,0.46562,chew-bite,23.229519,24.256399,tall fescue,short,recording_32
3.0,0.25241,0.27,0.47477,chew-bite,24.32,25.28,tall fescue,short,recording_32
1.0,0.25272,0.21,0.6003,chew-bite,25.318087,25.979467,tall fescue,short,recording_32
3.0,0.31785,0.27,0.29472,chew-bite,26.182523,26.902523,tall fescue,short,recording_32
5.0,0.096036,0.2,0.61613,chew,27.110775,27.92,tall fescue,short,recording_32
1.0,0.11757,0.16,0.41055,chew,28.0,28.84,tall fescue,short,recording_32
3.0,0.8187,0.38,0.47257,chew-bite,28.903463000000002,29.771248999999997,tall fescue,short,recording_32
5.0,0.73559,0.38,0.49215,chew-bite,29.820111999999998,30.700112,tall fescue,short,recording_32
3.0,0.85775,0.35,0.48005,chew-bite,30.812182,31.732182,tall fescue,short,recording_32
1.0,0.76813,0.28,0.49414,chew-bite,31.810053999999997,32.650054,tall fescue,short,recording_32
3.0,0.2041,0.21,0.49758,chew,32.738306,33.538306,tall fescue,short,recording_32
4.0,0.65,0.37,0.6062,chew-bite,33.602740999999995,34.48,tall fescue,short,recording_32
1.0,0.053853,0.14,0.53669,chew,34.56,35.296802,tall fescue,short,recording_32
3.0,0.085173,0.2,0.44489,chew,35.743524,36.547175,tall fescue,short,recording_32
4.0,0.78753,0.41,0.54955,chew-bite,36.642768,37.6,tall fescue,short,recording_32
0.0,0.052695,0.0,1.0,chew,37.768274,38.644313000000004,tall fescue,short,recording_32
3.0,0.11991,0.23,0.65226,chew,39.102637,40.04,tall fescue,short,recording_32
3.0,0.14544,0.33,0.70127,chew,40.25135,41.192976,tall fescue,short,recording_32
3.0,0.10165,0.26,0.70069,chew,41.371054,42.241291,tall fescue,short,recording_32
3.0,0.10336,0.26,0.70188,chew,42.403735,43.278166999999996,tall fescue,short,recording_32
3.0,0.11166,0.24,0.66542,chew,43.465424,44.300151,tall fescue,short,recording_32
3.0,0.25716,0.26,0.5999,chew,44.486502,45.294961,tall fescue,short,recording_32
3.0,0.14631,0.25,0.60734,chew,45.449564,46.209564,tall fescue,short,recording_32
1.0,0.06973,0.14,0.54595,chew,47.079807,47.996457,tall fescue,short,recording_32
1.0,0.084311,0.05,0.69282,chew,48.135695,48.936313,tall fescue,short,recording_32
1.0,0.12067,0.17,0.59337,chew,49.087154,50.007154,tall fescue,short,recording_32
1.0,0.11285,0.12,0.62451,chew,50.125636,50.965635999999996,tall fescue,short,recording_32
5.0,0.084306,0.2,0.68579,chew,51.135111,52.144585,tall fescue,short,recording_32
1.0,0.34364,0.22,0.48997,bite,0.15125,0.85445,tall fescue,short,recording_33
1.0,0.30316,0.13,0.47085,bite,1.294698,1.967298,tall fescue,short,recording_33
1.0,0.24277,0.22,0.47824,bite,2.426046,3.2260459999999997,tall fescue,short,recording_33
1.0,0.20446,0.13,0.53192,bite,3.3577449999999995,4.157744999999999,tall fescue,short,recording_33
2.0,0.83385,0.36,0.31209,bite,4.699441,5.499441,tall fescue,short,recording_33
1.0,0.2329,0.17,0.58591,bite,5.51619,6.00159,tall fescue,short,recording_33
1.0,0.16445,0.16,0.43197,bite,6.745739,7.465739,tall fescue,short,recording_33
0.0,0.1039,0.0,0.48988,chew,7.52,8.088837,tall fescue,short,recording_33
0.0,0.06255,0.0,0.57399,chew,8.221936999999999,8.766436,tall fescue,short,recording_33
1.0,0.25773,0.16,0.4979,chew-bite,8.820886,9.637686,tall fescue,short,recording_33
2.0,0.65059,0.26,0.47024,chew-bite,9.698134,10.538134,tall fescue,short,recording_33
1.0,0.54377,0.18,0.48889,chew-bite,11.198532,11.758532,tall fescue,short,recording_33
1.0,0.63556,0.22,0.4474,chew-bite,11.924531,12.644531,tall fescue,short,recording_33
0.0,0.062465,0.0,0.51649,chew,12.68078,13.40078,tall fescue,short,recording_33
1.0,0.29223,0.11,0.463,bite,15.016076000000002,15.736076,tall fescue,short,recording_33
0.0,0.052012,0.0,0.63721,chew,16.099024,16.819024,tall fescue,short,recording_33
1.0,0.089562,0.16,0.61803,chew,16.921823,17.641823000000002,tall fescue,short,recording_33
1.0,0.077181,0.13,0.55696,chew,17.799070999999998,18.519071,tall fescue,short,recording_33
1.0,0.13252,0.11,0.51883,chew,18.612069,19.372069,tall fescue,short,recording_33
1.0,0.14014,0.13,0.55843,chew,19.483267,20.243267000000003,tall fescue,short,recording_33
1.0,0.062928,0.06,0.52178,chew,20.303767,21.103767,tall fescue,short,recording_33
1.0,0.083324,0.12,0.57056,chew,21.174966,21.974966000000002,tall fescue,short,recording_33
1.0,0.068669,0.08,0.59699,chew,22.044763,22.844763,tall fescue,short,recording_33
0.0,0.083722,0.0,0.59052,chew,22.955962,23.715962,tall fescue,short,recording_33
0.0,0.049911,0.0,0.65542,chew,23.84,24.6,tall fescue,short,recording_33
1.0,0.087028,0.12,0.63023,chew,24.708109,25.428109,tall fescue,short,recording_33
1.0,0.073332,0.03,0.5773,chew,25.648207,26.408207,tall fescue,short,recording_33
1.0,0.18355,0.08,0.5206,chew,26.565456,27.285456,tall fescue,short,recording_33
1.0,0.095579,0.12,0.61605,chew,27.412454999999998,28.132455,tall fescue,short,recording_33
1.0,0.15638,0.14,0.45112,chew,28.277603000000003,28.997603,tall fescue,short,recording_33
1.0,0.071932,0.05,0.57681,chew,29.402901,30.122901000000002,tall fescue,short,recording_33
1.0,0.10833,0.1,0.60965,chew,30.23175,30.95175,tall fescue,short,recording_33
1.0,0.095127,0.06,0.60195,chew,31.022949,31.822948999999998,tall fescue,short,recording_33
1.0,0.12379,0.1,0.53178,chew,31.906246999999997,32.706247,tall fescue,short,recording_33
0.0,0.050106,0.0,0.60264,chew,32.821146,33.541146000000005,tall fescue,short,recording_33
0.0,0.076259,0.0,0.63976,chew,33.68,34.406295,tall fescue,short,recording_33
0.0,0.066213,0.0,0.62066,chew,34.495643,35.295643,tall fescue,short,recording_33
0.0,0.085763,0.0,0.39647,chew,35.465990999999995,36.184992,tall fescue,short,recording_33
0.0,0.07413,0.0,0.60734,chew,36.31199,37.03199,tall fescue,short,recording_33
0.0,0.052556,0.0,0.52156,chew,37.146889,37.866889,tall fescue,short,recording_33
0.0,0.064723,0.0,0.52916,chew,37.965988,38.725988,tall fescue,short,recording_33
1.0,0.10171,0.13,0.44531,chew,39.161536,39.881536,tall fescue,short,recording_33
0.0,0.10692,0.0,0.43142,chew,39.923834,40.643834000000005,tall fescue,short,recording_33
0.0,0.04789,0.0,0.44422,chew,40.698233,41.418233,tall fescue,short,recording_33
0.0,0.039987,0.0,0.46307,chew,41.460532,42.180532,tall fescue,short,recording_33
0.0,0.026544,0.0,0.5619,chew,42.216781,42.936780999999996,tall fescue,short,recording_33
0.0,0.038282,0.0,0.51087,chew,43.118229,43.838229,tall fescue,short,recording_33
0.0,0.084178,0.0,0.45982,chew,43.947078000000005,44.667078000000004,tall fescue,short,recording_33
0.0,0.060841,0.0,0.35273,chew,44.729877,45.489877,tall fescue,short,recording_33
0.0,0.036735,0.0,0.54297,chew,45.628975,46.348975,tall fescue,short,recording_33
0.0,0.036376,0.0,0.52951,chew,47.589223,48.254721999999994,tall fescue,short,recording_33
0.0,0.048244,0.0,0.58234,chew,48.321221,49.041221,tall fescue,short,recording_33
0.0,0.037754,0.0,0.45179,chew,49.252971,49.972971,tall fescue,short,recording_33
0.0,0.024298,0.0,0.5529,chew,50.571868,51.331868,tall fescue,short,recording_33
0.0,0.046049,0.0,0.38318,chew,51.358367,52.118367,tall fescue,short,recording_33
1.0,0.11175,0.06,0.50415,chew,52.163016,52.963016,tall fescue,short,recording_33
0.0,0.037902,0.0,0.51829,chew,52.991865000000004,53.791865,tall fescue,short,recording_33
1.0,0.53597,0.22,0.48164,bite,0.0948,0.770253,tall fescue,short,recording_34
1.0,0.37709,0.15,0.5483,bite,1.113904,1.541987,tall fescue,short,recording_34
1.0,0.57984,0.17,0.40931,bite,1.5538370000000001,1.774544,tall fescue,short,recording_34
1.0,0.19142,0.15,0.40813,bite,2.097458,2.73736,tall fescue,short,recording_34
1.0,0.35666,0.2,0.47902,bite,3.039536,3.7995360000000002,tall fescue,short,recording_34
1.0,0.50336,0.2,0.45291,bite,3.8986650000000003,4.538665,tall fescue,short,recording_34
1.0,0.68805,0.25,0.44802,bite,5.249569999999999,6.04957,tall fescue,short,recording_34
1.0,0.28501,0.11,0.44123,bite,6.298299,6.914501,tall fescue,short,recording_34
1.0,0.45585,0.23,0.46071,bite,7.187052,7.867052,tall fescue,short,recording_34
0.0,0.030883,0.0,0.5671,chew,7.915830000000001,8.63583,tall fescue,short,recording_34
1.0,0.23389,0.18,0.52168,chew-bite,8.798658,9.558658,tall fescue,short,recording_34
0.0,0.04172,0.0,0.48194,chew,9.657786,10.377786,tall fescue,short,recording_34
1.0,0.46087,0.23,0.39045,chew-bite,10.410264,11.250264,tall fescue,short,recording_34
1.0,0.55192,0.2,0.49657,chew-bite,11.334567,12.094567,tall fescue,short,recording_34
0.0,0.054545,0.0,0.5383,chew,12.175921,12.935921,tall fescue,short,recording_34
1.0,0.47029,0.19,0.50647,chew-bite,12.999499,13.953427,tall fescue,short,recording_34
1.0,0.62971,0.2,0.46286,bite,14.042303,14.729605,tall fescue,short,recording_34
0.0,0.083119,0.0,0.6074,chew,14.812555,15.64,tall fescue,short,recording_34
3.0,0.24662,0.12,0.39139,chew-bite,15.72,16.48,tall fescue,short,recording_34
1.0,0.66618,0.25,0.55538,chew-bite,16.536737,17.336737,tall fescue,short,recording_34
1.0,0.46773,0.2,0.44775,chew-bite,17.44,18.2,tall fescue,short,recording_34
0.0,0.03594,0.0,0.5403,chew,18.254993,19.014993,tall fescue,short,recording_34
1.0,0.2918,0.18,0.53821,chew-bite,19.072646,19.832646,tall fescue,short,recording_34
1.0,0.25016,0.13,0.48403,chew-bite,19.914,20.634,tall fescue,short,recording_34
0.0,0.050427,0.0,0.46716,chew,20.702028,21.422028,tall fescue,short,recording_34
0.0,0.05624,0.0,0.51058,chew,21.519681,22.319681,tall fescue,short,recording_34
0.0,0.033318,0.0,0.48676,chew,22.390659,23.110659,tall fescue,short,recording_34
3.0,0.72884,0.29,0.61763,chew-bite,23.220162,24.140162,tall fescue,short,recording_34
0.0,0.0602,0.0,0.38427,chew,24.174091,24.974091,tall fescue,short,recording_34
0.0,0.031304,0.0,0.46801,chew,25.068769,25.788769,tall fescue,short,recording_34
1.0,0.44843,0.21,0.41195,chew-bite,25.880497000000002,26.680496999999995,tall fescue,short,recording_34
1.0,0.078056,0.14,0.56244,chew,26.739625,27.459625,tall fescue,short,recording_34
0.0,0.11851,0.02,0.37288,chew,27.539503000000003,28.379503000000003,tall fescue,short,recording_34
1.0,0.14697,0.08,0.38976,chew,28.511207000000002,29.322934999999998,tall fescue,short,recording_34
1.0,0.39646,0.1,0.52937,chew-bite,29.719911,30.639910999999998,tall fescue,short,recording_34
6.0,0.69755,0.33,0.47564,chew-bite,30.697540000000004,31.728494,tall fescue,short,recording_34
0.0,0.060693,0.0,0.46455,chew,32.540222,33.49415,tall fescue,short,recording_34
3.0,0.096557,0.11,0.61883,chew,33.588951,34.428951,tall fescue,short,recording_34
1.0,0.060864,0.07,0.56451,chew,34.513253999999996,35.273254,tall fescue,short,recording_34
0.0,0.065015,0.0,0.55989,chew,35.289432,36.089432,tall fescue,short,recording_34
1.0,0.062014,0.09,0.5019,chew,36.13671,37.016709999999996,tall fescue,short,recording_34
0.0,0.056929,0.0,0.50098,chew,37.108414,37.948414,tall fescue,short,recording_34
0.0,0.053325,0.0,0.58167,chew,38.026792,38.906791999999996,tall fescue,short,recording_34
0.0,0.041,0.0,0.47385,chew,38.933321,39.853321,tall fescue,short,recording_34
0.0,0.057832,0.0,0.35646,chew,39.93465,40.85465,tall fescue,short,recording_34
1.0,0.10528,0.13,0.52932,chew,40.983378,41.863378000000004,tall fescue,short,recording_34
0.0,0.032303,0.0,0.56485,chew,41.961007,42.681007,tall fescue,short,recording_34
0.0,0.038028,0.0,0.57324,chew,42.772735,43.572734999999994,tall fescue,short,recording_34
0.0,0.058157,0.0,0.44056,chew,43.614088,44.445805,tall fescue,short,recording_34
0.0,0.034482,0.0,0.45201,chew,45.101269,45.821269,tall fescue,short,recording_34
0.0,0.051295,0.0,0.45165,chew,45.954471999999996,46.674471999999994,tall fescue,short,recording_34
0.0,0.024948,0.0,0.47927,chew,46.724725,47.484725,tall fescue,short,recording_34
0.0,0.032027,0.0,0.55345,chew,47.542378,48.262378000000005,tall fescue,short,recording_34
0.0,0.050919,0.0,0.59616,chew,48.389656,49.229656,tall fescue,short,recording_34
0.0,0.031592,0.0,0.57183,chew,49.402834999999996,50.282835,tall fescue,short,recording_34
0.0,0.06335,0.0,0.60715,chew,51.032216,51.814319,tall fescue,short,recording_34
0.0,0.032322,0.0,0.52929,chew,52.596422,53.333301,tall fescue,short,recording_34
1.0,0.16162,0.11,0.37569,bite,0.0012460000000000001,0.49673500000000004,tall fescue,short,recording_35
3.0,0.75213,0.33,0.50034,bite,1.232161,1.9933919999999998,tall fescue,short,recording_35
1.0,0.16681,0.12,0.47648,bite,2.7739759999999998,3.335222,tall fescue,short,recording_35
0.0,0.11593,0.0,0.63088,bite,3.354575,3.72,tall fescue,short,recording_35
0.0,0.13155,0.0,0.41926,bite,3.760995,4.373552,tall fescue,short,recording_35
1.0,0.1096,0.12,0.47593,bite,4.657699,5.457699,tall fescue,short,recording_35
3.0,0.79559,0.24,0.53394,bite,5.489891,6.329891,tall fescue,short,recording_35
1.0,0.11285,0.08,0.42996,bite,6.438204,7.238204,tall fescue,short,recording_35
1.0,0.38932,0.18,0.46219,bite,7.347810000000001,8.02781,tall fescue,short,recording_35
1.0,0.14069,0.1,0.43875,bite,8.180003,8.900003,tall fescue,short,recording_35
3.0,0.8445,0.26,0.50057,bite,9.670208,10.230208,tall fescue,short,recording_35
1.0,0.16286,0.13,0.4835,bite,10.560461,11.321692,tall fescue,short,recording_35
1.0,0.096105,0.12,0.53987,chew,11.366849,12.057118,tall fescue,short,recording_35
1.0,0.10049,0.12,0.44631,chew-bite,12.147433,12.857055,tall fescue,short,recording_35
0.0,0.039604,0.0,0.53592,chew,13.973096,14.953664000000002,tall fescue,short,recording_35
1.0,0.1533,0.07,0.55764,chew,15.469753,16.450321,tall fescue,short,recording_35
1.0,0.095854,0.18,0.55755,chew,16.547088000000002,17.358712,tall fescue,short,recording_35
1.0,0.099833,0.06,0.55577,chew,17.547009,18.267008999999998,tall fescue,short,recording_35
3.0,0.084852,0.21,0.58133,chew,18.488871,19.288808,tall fescue,short,recording_35
2.0,0.076841,0.18,0.5584,chew,19.488792,20.340338,tall fescue,short,recording_35
5.0,0.093201,0.28,0.54909,chew,20.488714,21.488714,tall fescue,short,recording_35
3.0,0.069686,0.21,0.51277,chew,21.578951,22.418951,tall fescue,short,recording_35
3.0,0.071082,0.22,0.56107,chew,22.533714,23.573714000000002,tall fescue,short,recording_35
3.0,0.067252,0.16,0.48689,chew,23.604598,24.564598,tall fescue,short,recording_35
2.0,0.082332,0.13,0.4074,chew,24.623873,25.636697,tall fescue,short,recording_35
0.0,0.055059,0.0,0.5898,chew,26.049567,26.950978000000003,tall fescue,short,recording_35
0.0,0.049363,0.0,0.47672,chew,27.075293,27.955293,tall fescue,short,recording_35
0.0,0.052164,0.0,0.3752,chew,28.010703999999997,28.770704,tall fescue,short,recording_35
1.0,0.33737,0.18,0.53033,bite,0.034677,0.7252390000000001,tall fescue,short,recording_36
1.0,0.74024,0.24,0.45636,bite,1.6279299999999999,2.38793,tall fescue,short,recording_36
1.0,0.38511,0.2,0.4073,bite,2.457882,3.417882,tall fescue,short,recording_36
1.0,0.72223,0.21,0.42001,bite,3.842224,4.636901,tall fescue,short,recording_36
1.0,0.80033,0.28,0.47127,bite,4.783491000000001,5.5627379999999995,tall fescue,short,recording_36
0.0,0.067831,0.0,0.48644,chew,5.639891,6.365130000000001,tall fescue,short,recording_36
1.0,0.61679,0.23,0.50555,chew-bite,6.442283,7.2822830000000005,tall fescue,short,recording_36
1.0,0.12127,0.07,0.36861,chew,7.437558,8.178227,tall fescue,short,recording_36
1.0,0.73786,0.27,0.52572,chew-bite,8.266952999999999,9.169089,tall fescue,short,recording_36
3.0,0.18169,0.26,0.56604,chew-bite,9.289232,10.089232,tall fescue,short,recording_36
1.0,0.89247,0.25,0.44796,chew-bite,10.191923,11.031922999999999,tall fescue,short,recording_36
0.0,0.068937,0.0,0.4086,chew,11.079183,11.839183,tall fescue,short,recording_36
1.0,0.91553,0.27,0.43919,chew-bite,11.927866999999999,12.767866999999999,tall fescue,short,recording_36
2.0,0.081086,0.18,0.36603,chew,12.845989,13.685989000000001,tall fescue,short,recording_36
1.0,0.1073,0.08,0.59411,chew,13.73325,14.53325,tall fescue,short,recording_36
1.0,0.64486,0.25,0.48219,chew-bite,14.643656,15.443655999999999,tall fescue,short,recording_36
1.0,0.078596,0.07,0.39165,chew,15.561778,16.441778,tall fescue,short,recording_36
5.0,0.38897,0.43,0.53663,chew-bite,16.518476,17.421167,tall fescue,short,recording_36
1.0,0.73486,0.2,0.47007,chew-bite,17.521466,18.4,tall fescue,short,recording_36
1.0,0.067897,0.05,0.63406,chew,18.455019,19.288272,tall fescue,short,recording_36
2.0,0.75001,0.33,0.52671,chew-bite,19.396286,20.32,tall fescue,short,recording_36
1.0,0.098474,0.1,0.54647,chew,20.414707,21.379120999999998,tall fescue,short,recording_36
2.0,0.77285,0.39,0.56053,chew-bite,21.417697,22.289527,tall fescue,short,recording_36
1.0,0.082743,0.08,0.34225,chew,22.36668,23.16668,tall fescue,short,recording_36
1.0,0.071323,0.15,0.43463,chew,23.230795,24.150795000000002,tall fescue,short,recording_36
1.0,0.51711,0.34,0.50361,chew-bite,24.202924,25.202924,tall fescue,short,recording_36
2.0,0.54369,0.22,0.48933,chew-bite,25.329359,26.249359000000002,tall fescue,short,recording_36
0.0,0.073418,0.0,0.66133,chew,26.432647999999997,27.375703,tall fescue,short,recording_36
2.0,0.53334,0.29,0.42408,chew-bite,27.535937,28.455937,tall fescue,short,recording_36
5.0,0.84304,0.4,0.50291,chew-bite,28.492635999999997,29.412636,tall fescue,short,recording_36
5.0,1.078,0.41,0.46699,chew-bite,29.503341,30.383340999999998,tall fescue,short,recording_36
0.0,0.078387,0.0,0.45496,chew,30.47547,31.275470000000002,tall fescue,short,recording_36
9.0,0.93155,0.42,0.49728,chew-bite,31.313137,32.273137,tall fescue,short,recording_36
2.0,0.66479,0.32,0.54662,chew-bite,32.365721,33.285721,tall fescue,short,recording_36
0.0,0.056798,0.0,0.52866,chew,33.368711,34.168711,tall fescue,short,recording_36
3.0,0.79208,0.39,0.60762,chew-bite,34.232825,35.112825,tall fescue,short,recording_36
0.0,0.059889,0.0,0.62392,chew,35.189524,36.146221999999995,tall fescue,short,recording_36
3.0,0.76606,0.28,0.45892,chew-bite,36.470265000000005,37.423146,tall fescue,short,recording_36
3.0,0.18791,0.26,0.61087,chew,37.48,38.22164,tall fescue,short,recording_36
1.0,0.086523,0.21,0.42037,chew,38.291078000000006,39.091078,tall fescue,short,recording_36
3.0,0.10557,0.26,0.35595,chew,39.868815999999995,40.628816,tall fescue,short,recording_36
1.0,0.93415,0.38,0.52859,chew-bite,40.698254,41.84012,tall fescue,short,recording_36
5.0,0.10368,0.23,0.61743,chew,41.918959,42.835395,tall fescue,short,recording_36
3.0,0.40203,0.4,0.55604,chew-bite,42.866256,43.76,tall fescue,short,recording_36
5.0,0.88784,0.33,0.47117,chew-bite,43.88,44.825944,tall fescue,short,recording_36
3.0,0.45047,0.37,0.48815,chew-bite,44.864521,45.76,tall fescue,short,recording_36
2.0,0.78459,0.34,0.48624,chew-bite,45.805789000000004,46.605789,tall fescue,short,recording_36
0.0,0.043138,0.0,0.40799,chew,46.747056,47.568789,tall fescue,short,recording_36
0.0,0.10217,0.0,0.39908,chew,47.665178000000004,48.475285,tall fescue,short,recording_36
1.0,0.43601,0.31,0.57947,chew-bite,48.598729999999996,49.71873,tall fescue,short,recording_36
1.0,0.087208,0.04,0.54151,chew,49.83318,50.67318,tall fescue,short,recording_36
1.0,0.079961,0.16,0.41779,chew,52.919303,53.959303000000006,tall fescue,short,recording_36
1.0,0.106,0.06,0.44193,chew,54.068884,54.948884,tall fescue,short,recording_36
3.0,0.098992,0.27,0.67633,chew,55.048729,55.804829000000005,tall fescue,short,recording_36
2.0,0.079422,0.19,0.711,chew,55.912843,56.784673,tall fescue,short,recording_36
1.0,0.065827,0.21,0.54592,chew,56.938979,57.818979000000006,tall fescue,short,recording_36
2.0,0.076876,0.12,0.60471,chew,57.911108,58.810562,tall fescue,short,recording_36
3.0,0.12003,0.29,0.42257,chew,58.883237,59.883237,tall fescue,short,recording_36
7.0,0.19405,0.38,0.61171,chew,59.986526,60.935508999999996,tall fescue,short,recording_36
1.0,0.072591,0.18,0.46102,chew,61.020378,61.761047,tall fescue,short,recording_36
1.0,0.06481,0.18,0.46272,chew,61.815054,62.663738,tall fescue,short,recording_36
2.0,0.08554,0.14,0.61655,chew,62.756322,63.596322,tall fescue,short,recording_36
0.0,0.074903,0.01,0.38303,chew,63.697590000000005,64.41759,tall fescue,short,recording_36
1.0,0.074627,0.06,0.38671,chew,64.9629,65.7629,tall fescue,short,recording_36
3.0,0.10295,0.19,0.36159,chew,65.83473000000001,66.721423,tall fescue,short,recording_36
3.0,0.065421,0.08,0.62122,chew,66.76056700000001,67.640567,tall fescue,short,recording_36
0.0,0.056246,0.0,0.42142,chew,67.663259,68.434789,tall fescue,short,recording_36
0.0,0.043747,0.0,0.44044,chew,68.51965799999999,69.23965799999999,tall fescue,short,recording_36
1.0,0.64528,0.18,0.4246,bite,0.064388,0.972258,tall fescue,short,recording_37
1.0,0.36041,0.21,0.46995,bite,2.227824,2.827824,tall fescue,short,recording_37
1.0,0.50972,0.21,0.39829,bite,3.006918,3.560655,tall fescue,short,recording_37
1.0,0.52887,0.17,0.40167,bite,3.58641,3.953422,tall fescue,short,recording_37
1.0,0.46463,0.18,0.38578,bite,4.030687,4.520036,tall fescue,short,recording_37
1.0,0.3478,0.18,0.42636,bite,4.738955000000001,5.382835,tall fescue,short,recording_37
1.0,0.43791,0.2,0.46627,bite,7.4,8.28,tall fescue,short,recording_37
4.0,0.84371,0.34,0.53072,chew-bite,8.421947,9.246113000000001,tall fescue,short,recording_37
1.0,0.29112,0.2,0.47396,chew-bite,9.323379,9.819166000000001,tall fescue,short,recording_37
3.0,0.75709,0.3,0.44209,chew-bite,9.973697999999999,10.815612,tall fescue,short,recording_37
1.0,0.77408,0.3,0.56365,chew-bite,10.933078,11.733077999999999,tall fescue,short,recording_37
1.0,0.14971,0.11,0.44724,chew,11.808755,12.528755,tall fescue,short,recording_37
1.0,0.089278,0.17,0.57271,chew,12.594288,13.354288,tall fescue,short,recording_37
1.0,0.11758,0.18,0.5154,chew,13.444208999999999,14.204209,tall fescue,short,recording_37
1.0,0.10993,0.15,0.52137,chew,14.249058999999999,15.009058999999999,tall fescue,short,recording_37
3.0,0.73988,0.31,0.46367,chew-bite,15.189124,15.949124,tall fescue,short,recording_37
1.0,0.086691,0.15,0.4586,chew,16.08,16.8,tall fescue,short,recording_37
1.0,0.42883,0.27,0.50248,chew-bite,16.856772,17.616772,tall fescue,short,recording_37
3.0,0.12022,0.16,0.43844,chew,17.687376999999998,18.407377,tall fescue,short,recording_37
4.0,0.3012,0.3,0.47857,chew-bite,18.485788,19.205788000000002,tall fescue,short,recording_37
3.0,0.45717,0.31,0.58141,chew-bite,19.245566,20.085566,tall fescue,short,recording_37
1.0,0.10919,0.13,0.41992,chew,20.340162,21.091386,tall fescue,short,recording_37
5.0,0.51827,0.33,0.5879,chew-bite,21.157889,21.957889,tall fescue,short,recording_37
1.0,0.61699,0.24,0.47728,chew-bite,22.091515,22.883487,tall fescue,short,recording_37
3.0,0.36517,0.29,0.5837,chew-bite,23.057334,23.661436,tall fescue,short,recording_37
1.0,0.082281,0.07,0.47295,chew,23.784917999999998,24.504918,tall fescue,short,recording_37
3.0,0.84549,0.3,0.56864,chew-bite,24.596207,25.316207000000002,tall fescue,short,recording_37
1.0,0.53766,0.28,0.55434,chew-bite,25.484761,26.244760999999997,tall fescue,short,recording_37
0.0,0.078666,0.0,0.40385,chew,26.334682,27.094682000000002,tall fescue,short,recording_37
